company_id,region,sector,num_employees,annual_revenue,avg_employee_salary,expenses_total,customer_growth_rate,customer_retention_rate,digital_spending_ratio,years_in_operation,profit_to_expense_ratio,tech_adoption_level,remote_work_policy,has_pitch_deck,cash_flow_score,credit_score,registered_business,prior_investment,traction_score,female_owned,bookkeeping_quality,tax_compliance_status,regulatory_license_status,data_protection_score,employee_contracts_verified,AML_risk_flag,financial_transparency_score,compliance_risk_level,funding_stage,revenue_growth_rate
4811,Urban,Manufacturing,465,63938,4764.72,54291.85,0.549,0.05,0.058,13,0.341,Low,Partial,0,0.596,0.664,1,None,0.481,0,0.581,Compliant,Expired,0.053,1,0,0.302,High,Series B,0.4985
4812,Rural,Education,184,167089,7974.81,119445.65,0.081,0.532,0.383,2,0.164,Low,None,1,0.436,0.635,0,None,0.209,0,0.578,Compliant,Missing,0.126,1,0,0.439,High,Seed,0.3054
4813,Urban,Agriculture,20,50695,2440.58,23975.04,0.589,0.197,0.055,23,0.389,Low,None,0,0.496,0.32,1,Angels,0.503,0,0.38,Compliant,Valid,0.089,1,0,0.478,Moderate,Series A,0.2542
4814,Urban,Retail,425,13135,6303.57,6495.76,0.044,0.535,0.055,7,0.147,Low,None,0,0.463,0.532,1,None,0.155,0,0.507,Compliant,Valid,0.051,1,0,0.318,High,Series A,0.3691
4815,Rural,Retail,46,38310,4776.82,33531.9,-0.113,0.461,0.049,9,0.298,Medium,Partial,1,0.484,0.36,0,None,0.062,0,0.548,Late Filing,Valid,0.033,1,1,0.338,Critical,Seed,0.0618
4816,Urban,Education,12,7049,7814.28,4862.87,-0.047,0.247,0.021,0,0.476,Low,Full,0,0.631,0.678,1,None,0.097,0,0.419,Compliant,Expired,0.0,1,0,0.213,High,Debt Financing,0.1676
4817,Rural,Tech,70,129256,6674.08,101880.9,0.141,0.248,0.23,7,0.388,High,None,1,0.561,0.194,1,None,0.239,0,0.616,Compliant,Expired,0.237,1,0,0.505,Moderate,Series A,0.2523
4818,Urban,Finance,17,40063,7988.64,24245.5,0.32,0.535,0.19,14,0.041,Medium,None,0,0.382,0.701,1,None,0.333,0,0.924,Compliant,Expired,0.335,1,0,0.695,Moderate,Series B,0.2257
4819,Rural,Agriculture,371,4351,4830.1,3014.66,0.213,0.513,0.377,18,0.632,Low,Full,0,0.667,0.558,1,Angels,0.259,0,0.396,Late Filing,Valid,0.201,1,0,0.299,Moderate,Series A,0.4582
4820,Urban,Education,147,25316,1874.99,23731.39,0.101,0.343,0.326,13,0.59,High,None,0,0.589,0.285,1,Angels,0.193,0,0.742,Compliant,Valid,0.54,0,0,0.515,Moderate,Seed,0.3608
4821,Urban,Healthcare,154,63320,4178.39,36810.24,0.25,0.207,0.452,11,0.411,Medium,None,0,0.399,0.378,1,Angels,0.294,1,0.595,Compliant,Valid,0.491,0,0,0.186,High,Series B,0.3747
4822,Urban,Tech,304,24351,5775.56,18777.88,0.471,0.654,0.362,14,0.173,High,Partial,0,0.424,0.564,1,None,0.424,0,0.467,Compliant,Expired,0.449,0,0,0.247,Moderate,Seed,0.5329
4823,Rural,Manufacturing,108,26080,6262.57,12906.42,0.471,0.461,0.196,15,0.549,Medium,None,0,0.487,0.231,1,None,0.425,0,0.661,Compliant,Expired,0.044,1,0,0.59,Moderate,Series B,0.3295
4824,Urban,Finance,236,8356,303.93,3901.89,0.381,0.457,0.437,4,0.262,Low,Partial,1,0.524,0.275,1,None,0.365,1,0.701,Compliant,Valid,0.202,1,0,0.327,High,Series A,0.4873
4825,Rural,Education,308,71672,4188.71,59559.58,0.562,0.518,0.073,0,0.646,Medium,Partial,0,0.784,0.341,1,VC,0.491,0,0.352,Late Filing,Valid,0.209,0,0,0.469,High,Series A,0.478
4826,Rural,Tech,352,16678,2111.31,14414.12,0.272,0.159,0.261,25,0.245,Medium,None,0,0.506,0.666,1,VC,0.298,0,0.448,Compliant,Valid,0.236,1,1,0.508,Moderate,Series A,0.4403
4827,Urban,Education,70,2731,7036.82,2096.24,-0.194,0.583,0.229,20,0.218,High,None,0,0.515,0.503,1,None,0.004,0,0.237,Not Registered,Valid,0.477,1,0,0.317,Moderate,Series A,0.1128
4828,Urban,Retail,183,23260,1477.37,11327.8,0.033,0.714,0.242,17,0.173,Low,Full,0,0.457,0.464,1,Gov Grant,0.15,0,0.23,Not Registered,Valid,0.06,0,0,0.239,High,Series A,0.1684
4829,Urban,Healthcare,250,117875,5431.71,62747.62,0.063,0.369,0.158,21,0.252,High,Full,1,0.462,0.622,1,Angels,0.188,1,0.522,Compliant,Missing,0.644,1,0,0.465,Moderate,Series A,0.3848
4830,Rural,Manufacturing,228,22827,2348.68,20570.47,0.238,0.313,0.051,21,0.462,Low,None,0,0.623,0.669,1,None,0.278,1,0.689,Compliant,Expired,0.0,1,0,0.496,High,Series B,0.3402
4831,Rural,Finance,102,292313,3045.37,163340.77,0.524,0.104,0.12,1,0.375,Low,None,0,0.534,0.624,1,None,0.511,1,0.706,Compliant,Valid,0.097,0,0,0.392,Moderate,Series A,0.4347
4832,Urban,Agriculture,75,60765,7542.31,51672.93,0.47,0.553,0.529,27,0.061,Low,Partial,0,0.41,0.547,1,None,0.431,0,0.424,Late Filing,Missing,0.205,1,0,0.565,Moderate,Series A,0.3591
4833,Urban,Retail,417,54530,2151.45,30387.69,-0.014,0.341,0.218,12,0.549,High,None,1,0.668,0.755,1,Gov Grant,0.127,0,0.937,Compliant,Valid,0.471,1,1,0.547,Moderate,Seed,0.504
4834,Rural,Finance,446,31130,1031.52,28537.01,0.216,0.345,0.158,19,0.293,High,Partial,1,0.461,0.525,1,None,0.266,0,0.721,Compliant,Valid,0.385,0,0,0.334,Moderate,Series A,0.5253
4835,Urban,Education,216,33458,833.49,30210.87,0.327,0.19,0.057,6,0.337,Low,Partial,1,0.566,0.366,1,Gov Grant,0.336,0,0.625,Compliant,Valid,0.172,0,0,0.635,Moderate,Seed,0.3731
4836,Urban,Education,407,26473,4185.54,11219.12,0.59,0.258,0.038,23,0.251,High,None,0,0.501,0.59,1,Angels,0.499,0,0.31,Compliant,Valid,0.307,1,0,0.243,Moderate,Seed,0.5083
4837,Urban,Agriculture,399,25268,5241.18,20813.95,-0.175,0.506,0.395,15,0.221,Medium,None,1,0.424,0.661,1,None,0.021,0,0.455,Compliant,Expired,0.339,1,1,0.772,High,Series A,0.4296
4838,Urban,Tech,411,68668,2820.16,33867.33,0.171,0.637,0.485,8,0.239,Low,None,0,0.445,0.367,1,Gov Grant,0.246,0,0.801,Compliant,Valid,0.361,1,0,0.568,Moderate,Series A,0.5715
4839,Rural,Tech,203,11814,5615.0,6124.37,0.59,0.092,0.069,16,0.392,Low,None,1,0.585,0.551,0,None,0.496,0,0.424,Late Filing,Valid,0.114,1,0,0.341,Critical,Series A,0.4539
4840,Urban,Finance,192,9986,769.96,6520.01,0.582,0.397,0.091,22,0.231,Medium,Full,0,0.452,0.514,0,None,0.491,0,0.235,Not Registered,Valid,0.17,1,0,0.053,High,Series A,0.4443
4841,Urban,Tech,249,9435,6901.48,6764.66,0.065,0.613,0.56,26,0.164,Low,Full,1,0.332,0.383,1,Angels,0.168,0,0.853,Compliant,Valid,0.278,1,1,0.669,Moderate,Series A,0.4434
4842,Rural,Retail,499,422855,6587.57,244913.32,-0.2,0.415,0.042,14,0.183,Medium,None,0,0.342,0.204,1,None,0.084,0,0.776,Compliant,Valid,0.186,0,0,0.314,High,Series A,0.2972
4843,Urban,Manufacturing,242,68625,7888.32,49167.13,0.269,0.493,0.09,22,0.193,Medium,Partial,0,0.48,0.344,0,Angels,0.307,0,0.55,Late Filing,Expired,0.202,1,0,0.283,Critical,Seed,0.2819
4844,Urban,Healthcare,465,52333,7511.09,25845.29,0.494,0.476,0.064,11,0.134,Medium,Partial,1,0.475,0.431,1,None,0.444,1,0.493,Compliant,Valid,0.0,0,0,0.26,High,Series A,0.5299
4845,Urban,Finance,179,10209,3042.72,4209.02,0.059,0.468,0.315,13,0.298,Medium,None,0,0.531,0.286,1,VC,0.164,0,0.841,Compliant,Valid,0.333,1,0,0.583,Moderate,Series A,0.1557
4846,Urban,Tech,437,76727,3374.42,54796.38,0.547,0.508,0.113,15,0.463,Medium,None,0,0.633,0.652,1,VC,0.482,1,0.691,Compliant,Valid,0.135,1,0,0.62,Moderate,Series B,0.6971
4847,Rural,Agriculture,462,31575,6043.93,21615.56,0.066,0.413,0.161,19,0.583,Low,Partial,0,0.653,0.437,0,None,0.173,0,0.685,Compliant,Missing,0.19,1,0,0.326,Moderate,Seed,0.4677
4848,Urban,Healthcare,219,46958,1332.44,36594.82,0.288,0.454,0.392,12,0.194,Low,Partial,0,0.411,0.335,1,None,0.314,0,0.658,Compliant,Expired,0.0,1,0,0.467,High,Series A,0.3451
4849,Urban,Finance,82,11249,2717.91,8520.02,0.378,0.239,0.075,24,0.335,Low,Partial,0,0.456,0.311,1,None,0.363,1,0.788,Compliant,Valid,0.0,0,0,0.545,Moderate,Series B,0.2869
4850,Urban,Agriculture,92,44017,1212.77,39334.36,0.076,0.473,0.074,2,0.372,Medium,Partial,1,0.493,0.281,1,VC,0.181,1,0.267,Not Registered,Valid,0.079,0,0,0.267,High,Series A,0.1867
4851,Rural,Agriculture,435,21838,3802.63,14253.83,0.082,0.084,0.563,14,0.407,High,None,0,0.522,0.684,1,VC,0.181,0,0.631,Compliant,Valid,0.634,1,0,0.461,Moderate,Series A,0.593
4852,Rural,Healthcare,175,14491,4550.43,5863.11,0.176,0.481,0.164,24,0.249,High,Partial,0,0.415,0.595,1,None,0.238,1,0.899,Compliant,Expired,0.329,0,0,0.493,Moderate,Series B,0.2675
4853,Urban,Retail,239,87634,1925.94,65450.24,0.468,0.461,0.269,5,0.429,Low,Full,0,0.472,0.578,1,None,0.435,0,0.5,Compliant,Expired,0.093,0,0,0.469,High,Series A,0.3902
4854,Urban,Education,260,5737,505.06,4425.08,-0.119,0.194,0.408,19,0.113,Low,Partial,0,0.372,0.457,1,None,0.052,0,0.212,Compliant,Valid,0.279,1,0,0.155,High,Series A,0.2965
4855,Urban,Healthcare,391,71520,5839.04,49121.53,0.305,0.05,0.328,26,0.455,Low,Full,0,0.549,0.414,1,None,0.33,0,0.313,Not Registered,Expired,0.197,1,0,0.479,Moderate,Seed,0.6413
4856,Urban,Manufacturing,365,82568,454.04,64330.19,0.342,0.373,0.231,23,0.39,Medium,Partial,1,0.543,0.534,1,None,0.355,0,0.561,Compliant,Valid,0.3,1,0,0.654,Moderate,Series A,0.473
4857,Urban,Agriculture,163,12638,7795.2,7304.4,0.246,0.353,0.542,17,0.186,Medium,None,1,0.396,0.318,1,None,0.281,0,0.659,Compliant,Valid,0.401,1,0,0.512,Moderate,Series A,0.3633
4858,Urban,Finance,48,13570,2006.38,6538.63,0.549,0.205,0.332,23,0.05,Low,None,0,0.304,0.546,1,None,0.471,0,0.693,Compliant,Valid,0.125,0,0,0.555,Moderate,Series A,0.3072
4859,Urban,Retail,329,27788,5412.03,21271.84,0.282,0.337,0.014,29,0.522,Low,Full,0,0.698,0.418,1,None,0.307,1,0.886,Compliant,Valid,0.0,1,0,0.569,Moderate,Series B,0.3939
4860,Urban,Finance,328,50942,3647.59,27246.46,0.308,0.536,0.077,0,0.642,Low,None,1,0.636,0.326,1,None,0.328,0,0.669,Compliant,Valid,0.072,1,0,0.599,High,Series A,0.4423
4861,Urban,Tech,116,30230,759.49,19678.94,0.28,0.22,0.091,14,0.161,High,None,0,0.41,0.594,1,Angels,0.306,0,0.256,Compliant,Expired,0.104,1,0,0.401,High,Series A,0.1781
4862,Rural,Tech,429,61100,3935.81,40960.98,0.378,0.35,0.223,27,0.26,Medium,None,0,0.457,0.438,1,None,0.373,1,0.387,Late Filing,Valid,0.207,1,1,0.359,High,Series A,0.6749
4863,Rural,Healthcare,337,301214,4279.06,199542.15,-0.092,0.354,0.082,11,0.156,Low,Full,0,0.491,0.611,1,None,0.128,1,0.743,Compliant,Valid,0.043,1,0,0.646,High,Series B,0.3073
4864,Urban,Finance,337,19747,6881.06,14398.47,0.515,0.376,0.126,18,0.537,Medium,None,0,0.444,0.247,1,None,0.451,0,0.391,Late Filing,Valid,0.322,0,0,0.435,High,Series A,0.5898
4865,Urban,Manufacturing,369,4637,5939.09,1929.92,-0.166,0.665,0.638,11,0.52,Low,Partial,0,0.471,0.742,1,Angels,0.022,0,0.657,Compliant,Valid,0.452,1,0,0.774,Low,Series A,0.4681
4866,Urban,Manufacturing,225,97842,910.63,92394.68,0.313,0.286,0.073,2,0.102,Medium,None,1,0.297,0.659,1,None,0.34,0,0.669,Compliant,Valid,0.307,1,0,0.447,Moderate,Series A,0.2621
4867,Urban,Manufacturing,352,273752,1910.55,217351.08,0.292,0.505,0.317,7,0.319,High,Full,0,0.528,0.249,1,None,0.362,0,0.493,Compliant,Missing,0.396,0,1,0.223,High,Series A,0.4896
4868,Urban,Agriculture,328,58181,2701.54,36884.62,-0.034,0.22,0.091,6,0.309,High,Partial,0,0.558,0.689,1,None,0.115,1,0.697,Compliant,Valid,0.12,1,0,0.473,Moderate,Seed,0.3906
4869,Rural,Retail,147,9845,1196.34,4974.0,-0.167,0.547,0.148,26,0.306,High,None,0,0.439,0.486,1,None,0.023,0,0.477,Compliant,Valid,0.586,1,0,0.387,Moderate,Seed,0.126
4870,Urban,Tech,63,31299,3818.12,13899.81,-0.089,0.576,0.482,12,0.22,High,Full,0,0.277,0.294,1,None,0.076,0,0.6,Compliant,Valid,0.426,0,0,0.123,Moderate,Grant,0.2334
4871,Urban,Finance,294,9488,7879.18,7302.96,0.017,0.237,0.345,15,0.44,Medium,Partial,0,0.527,0.275,1,Angels,0.138,0,0.251,Not Registered,Missing,0.323,1,0,0.027,Critical,Seed,0.3945
4872,Urban,Tech,323,78545,4262.52,45110.4,0.506,0.122,0.116,16,0.411,Low,None,1,0.547,0.334,1,None,0.457,1,0.635,Compliant,Valid,0.011,1,0,0.494,High,Series B,0.4789
4873,Rural,Agriculture,443,7176,6012.49,3776.11,0.485,0.187,0.426,2,0.226,Low,None,0,0.479,0.504,1,Gov Grant,0.43,0,0.496,Compliant,Valid,0.28,1,0,0.271,High,Series B,0.6466
4874,Urban,Manufacturing,325,25333,5558.62,15427.16,-0.149,0.298,0.357,27,0.266,Low,None,0,0.322,0.625,1,None,0.037,0,0.755,Compliant,Valid,0.146,1,0,0.396,Moderate,Series A,0.4016
4875,Urban,Education,13,10881,6844.32,7900.78,0.031,0.496,0.222,1,0.298,High,None,0,0.483,0.516,1,Gov Grant,0.147,0,0.299,Not Registered,Expired,0.38,1,0,0.407,High,Seed,0.0649
4876,Urban,Education,431,42285,1961.07,32535.68,0.511,0.176,0.394,28,0.391,High,Partial,0,0.614,0.281,0,None,0.453,1,0.501,Late Filing,Valid,0.562,1,0,0.405,Moderate,Seed,0.6735
4877,Rural,Education,494,23398,6104.46,17661.83,-0.011,0.104,0.117,21,0.469,Low,None,0,0.668,0.292,0,None,0.123,1,0.466,Late Filing,Valid,0.195,0,1,0.368,High,Seed,0.4998
4878,Rural,Healthcare,189,44896,7086.44,39274.84,0.597,0.394,0.193,7,0.375,Low,None,0,0.513,0.317,1,None,0.507,1,0.554,Compliant,Valid,0.0,0,0,0.241,High,Seed,0.4668
4879,Urban,Manufacturing,287,37303,1620.63,19409.37,0.005,0.484,0.055,26,0.032,Medium,Partial,0,0.266,0.455,1,None,0.136,1,0.477,Compliant,Valid,0.262,0,0,0.21,Moderate,Seed,0.2385
4880,Urban,Manufacturing,208,11115,2970.38,8338.59,0.391,0.221,0.426,0,0.476,Low,None,0,0.683,0.809,1,Angels,0.372,0,0.241,Not Registered,Valid,0.335,1,0,0.497,High,Series B,0.4484
4881,Rural,Education,114,77053,7769.78,35106.34,0.134,0.328,0.313,22,0.558,Medium,None,0,0.622,0.716,1,VC,0.224,0,0.548,Compliant,Expired,0.305,0,0,0.356,High,Series B,0.3155
4882,Urban,Manufacturing,480,34251,6312.07,24022.42,-0.091,0.624,0.334,6,0.509,Low,None,0,0.654,0.518,0,None,0.075,0,0.951,Compliant,Valid,0.006,1,0,0.904,Moderate,Seed,0.5317
4883,Urban,Agriculture,22,11090,2475.95,7997.85,0.004,0.418,0.328,6,0.537,High,Partial,0,0.618,0.561,1,None,0.13,0,0.504,Compliant,Expired,0.341,1,0,0.508,High,Series A,0.2741
4884,Urban,Finance,349,534513,4642.35,277375.11,0.34,0.399,0.26,28,0.382,High,None,0,0.603,0.323,1,None,0.444,0,0.379,Late Filing,Valid,0.477,0,0,0.23,Moderate,Series B,0.6156
4885,Urban,Retail,214,64326,3413.31,39588.23,0.07,0.257,0.23,2,0.253,Medium,Partial,1,0.437,0.438,1,Angels,0.182,0,0.35,Late Filing,Valid,0.255,1,0,0.185,Moderate,Series A,0.2202
4886,Urban,Education,171,30215,4072.73,25832.5,0.283,0.287,0.011,1,0.632,Low,None,0,0.707,0.366,1,VC,0.308,0,0.479,Late Filing,Expired,0.0,1,0,0.415,High,Series B,0.3387
4887,Rural,Manufacturing,323,198441,3034.78,95574.14,-0.036,0.91,0.318,28,0.388,Medium,Full,0,0.541,0.39,0,Angels,0.142,0,0.904,Compliant,Valid,0.433,0,0,0.539,Moderate,Series A,0.3507
4888,Urban,Finance,54,331101,2450.85,211566.39,0.159,0.209,0.374,16,0.187,High,Full,0,0.511,0.678,1,Gov Grant,0.29,0,0.577,Compliant,Valid,0.313,1,0,0.586,Moderate,Series A,0.2526
4889,Urban,Finance,394,30503,5495.68,27849.34,0.21,0.439,0.156,14,0.199,Low,Partial,0,0.489,0.797,1,Angels,0.262,0,0.226,Not Registered,Missing,0.188,1,0,0.127,High,Series A,0.5095
4890,Urban,Manufacturing,298,55098,6294.77,37315.67,0.13,0.193,0.104,17,0.653,Medium,None,0,0.679,0.551,1,None,0.217,0,0.762,Compliant,Missing,0.186,1,0,0.655,Moderate,Debt Financing,0.3874
4891,Urban,Retail,320,11097,7029.47,8864.54,-0.042,0.449,0.323,19,0.276,High,None,1,0.457,0.477,1,Angels,0.101,1,0.828,Compliant,Valid,0.642,1,0,0.574,Moderate,Series A,0.2872
4892,Urban,Manufacturing,126,30436,1496.04,26015.97,0.169,0.876,0.114,9,0.488,Low,None,1,0.529,0.177,1,None,0.237,0,0.375,Compliant,Expired,0.0,1,0,0.582,High,Seed,0.3605
4893,Urban,Retail,277,28599,6635.99,14644.86,0.354,0.899,0.184,3,0.133,Medium,None,0,0.438,0.505,1,None,0.352,0,0.774,Compliant,Valid,0.08,1,0,0.706,Moderate,Series A,0.42
4894,Urban,Retail,464,45333,2261.97,23574.04,0.572,0.784,0.154,24,0.195,Low,Partial,0,0.386,0.416,1,Angels,0.492,0,0.522,Compliant,Valid,0.18,1,0,0.515,High,Series B,0.6582
4895,Urban,Manufacturing,204,54139,3590.49,44243.76,0.432,0.425,0.13,21,0.484,High,None,1,0.642,0.284,1,None,0.406,0,0.268,Not Registered,Valid,0.286,1,0,0.233,High,Series B,0.3474
4896,Rural,Finance,194,71097,7241.12,57895.62,-0.071,0.308,0.276,7,0.146,Medium,Partial,1,0.435,0.324,1,None,0.095,1,0.607,Compliant,Valid,0.047,0,0,0.601,Moderate,Series A,0.1819
4897,Rural,Education,169,48299,3799.68,20918.34,0.018,0.582,0.032,2,0.634,Low,None,0,0.668,0.461,1,None,0.146,1,1.0,Compliant,Valid,0.0,1,0,0.506,Moderate,Debt Financing,0.273
4898,Urban,Tech,152,8494,1817.39,4904.22,-0.137,0.783,0.38,5,0.216,High,None,0,0.401,0.581,0,VC,0.041,0,1.0,Compliant,Valid,0.497,0,0,0.704,Moderate,Series A,0.2302
4899,Urban,Tech,35,11776,1530.99,7291.62,-0.091,0.58,0.289,1,0.263,Low,None,0,0.517,0.529,1,None,0.07,0,0.324,Not Registered,Expired,0.133,1,0,0.433,Moderate,Series A,0.1643
4900,Urban,Agriculture,184,18851,3941.98,16135.93,0.001,0.107,0.368,7,0.05,Low,None,0,0.319,0.294,0,None,0.129,1,0.506,Late Filing,Valid,0.159,1,0,0.085,High,Angel,0.3622
4901,Urban,Education,286,25882,6172.58,16358.05,-0.04,0.456,0.328,16,0.375,Low,None,0,0.622,0.297,1,None,0.105,1,0.77,Compliant,Expired,0.423,1,1,0.49,Moderate,Series A,0.4487
4902,Urban,Finance,57,128146,7978.48,116518.15,-0.029,0.457,0.199,9,0.434,Low,None,1,0.651,0.677,1,Angels,0.132,0,0.726,Compliant,Valid,0.193,1,0,0.573,Moderate,Series B,0.2088
4903,Rural,Education,222,8995,6363.05,8528.47,-0.015,0.277,0.213,18,0.685,Medium,None,1,0.724,0.493,0,None,0.117,1,0.735,Compliant,Valid,0.397,1,0,0.639,High,Seed,0.403
4904,Urban,Healthcare,303,23650,7052.99,19615.3,0.041,0.803,0.558,12,0.104,Medium,Full,1,0.419,0.478,0,Gov Grant,0.155,0,0.306,Not Registered,Valid,0.434,1,0,0.316,High,Seed,0.4557
4905,Rural,Retail,163,113961,6058.31,87352.55,-0.1,0.818,0.217,9,0.144,Low,Partial,0,0.46,0.412,0,Gov Grant,0.085,0,0.684,Compliant,Valid,0.315,1,0,0.774,Moderate,Seed,0.1647
4906,Urban,Education,19,25340,7194.85,15597.87,0.022,0.573,0.262,5,0.456,High,Full,1,0.52,0.33,0,None,0.144,0,0.308,Not Registered,Valid,0.449,1,0,0.242,High,Seed,0.1704
4907,Rural,Agriculture,370,63101,887.46,27567.04,0.351,0.843,0.12,26,0.424,Medium,Partial,0,0.486,0.453,1,None,0.357,1,0.766,Compliant,Missing,0.195,1,0,0.522,Moderate,Series B,0.459
4908,Urban,Finance,264,30716,7460.47,21968.89,-0.011,0.095,0.372,21,0.464,Medium,Partial,1,0.668,0.754,1,VC,0.124,0,0.424,Compliant,Valid,0.416,1,0,0.468,High,Series A,0.3874
4909,Urban,Healthcare,282,49421,3352.33,29600.1,-0.063,0.45,0.146,6,0.337,Low,None,0,0.432,0.374,1,None,0.095,0,0.951,Compliant,Valid,0.292,1,0,0.662,Moderate,Series B,0.2732
4910,Rural,Finance,113,27607,7396.43,16370.78,-0.146,0.816,0.379,13,0.501,Low,None,0,0.646,0.658,1,Gov Grant,0.039,0,0.559,Compliant,Valid,0.19,1,0,0.256,Moderate,Series B,0.2016
4911,Rural,Agriculture,488,80860,883.14,62928.49,0.2,0.376,0.141,2,0.55,Medium,Partial,0,0.644,0.708,1,None,0.266,0,0.541,Compliant,Valid,0.184,0,0,0.468,Moderate,Seed,0.6047
4912,Rural,Agriculture,327,5687,5807.37,3724.99,0.474,0.3,0.389,7,0.471,Medium,None,1,0.559,0.418,1,None,0.422,0,0.729,Compliant,Valid,0.438,1,0,0.462,Moderate,Series A,0.55
4913,Urban,Finance,30,23483,5964.8,19106.98,-0.153,0.239,0.725,6,0.343,Medium,None,1,0.601,0.659,1,Angels,0.034,0,0.357,Compliant,Valid,0.713,1,0,0.395,Moderate,Series A,0.2741
4914,Urban,Education,135,51838,7976.21,32087.48,0.234,0.367,0.008,21,0.175,Medium,None,1,0.347,0.148,1,None,0.282,0,0.45,Compliant,Valid,0.26,1,0,0.382,High,Series B,0.2027
4915,Urban,Healthcare,67,68902,6220.19,33277.93,0.32,0.159,0.522,7,0.626,Low,Partial,1,0.713,0.471,0,None,0.339,0,0.736,Compliant,Valid,0.246,0,0,0.189,High,Seed,0.4055
4916,Urban,Finance,65,217846,3245.82,142414.89,0.274,0.372,0.489,4,0.551,Low,None,1,0.498,0.277,0,Angels,0.34,0,0.322,Not Registered,Valid,0.339,1,0,0.193,Critical,Series A,0.3513
4917,Urban,Agriculture,292,22715,4590.81,20967.24,0.502,0.768,0.106,9,0.425,Low,Partial,1,0.537,0.639,0,Angels,0.443,0,0.739,Compliant,Valid,0.225,1,0,0.407,High,Series B,0.505
4918,Urban,Education,25,214353,3122.44,180236.26,0.493,0.442,0.242,9,0.237,Medium,None,1,0.473,0.44,1,None,0.476,0,1.0,Compliant,Valid,0.302,1,0,0.351,Moderate,Series A,0.2327
4919,Urban,Tech,37,16468,1809.34,8450.75,-0.154,0.433,0.215,5,0.365,Low,None,0,0.6,0.553,1,None,0.032,0,0.945,Compliant,Valid,0.0,1,0,0.536,Moderate,Seed,0.1187
4920,Urban,Education,1,178863,2213.47,110039.25,0.089,0.511,0.589,21,0.116,Medium,Partial,0,0.307,0.278,1,None,0.216,0,0.245,Not Registered,Expired,0.286,1,0,0.131,High,Series A,0.2535
4921,Urban,Tech,399,96854,2009.48,88164.81,0.337,0.565,0.278,18,0.114,Medium,None,0,0.34,0.615,1,None,0.355,0,0.424,Compliant,Valid,0.171,1,0,0.247,High,Seed,0.4997
4922,Urban,Agriculture,37,12135,4525.88,5679.6,0.562,0.551,0.363,15,0.281,High,None,0,0.503,0.608,1,Gov Grant,0.479,0,0.48,Compliant,Expired,0.428,1,0,0.531,Moderate,Series A,0.3869
4923,Urban,Manufacturing,141,52494,7277.44,28329.58,0.444,0.434,0.371,17,0.064,Medium,Full,1,0.324,0.347,0,None,0.413,1,0.575,Late Filing,Valid,0.163,1,0,0.304,High,Angel,0.3019
4924,Rural,Healthcare,232,34150,7328.0,18585.2,-0.059,0.696,0.478,12,0.426,Medium,None,1,0.613,0.788,0,Angels,0.095,1,0.807,Compliant,Expired,0.172,1,0,0.512,High,Series A,0.5545
4925,Rural,Education,136,76934,721.68,54931.88,0.023,0.16,0.105,6,0.356,High,Partial,0,0.599,0.524,1,None,0.155,1,0.483,Compliant,Valid,0.421,1,0,0.403,Moderate,Series A,0.1739
4926,Rural,Agriculture,389,27780,915.23,17387.59,0.411,0.101,0.152,9,0.314,Medium,Partial,0,0.53,0.536,0,None,0.387,0,0.241,Not Registered,Missing,0.204,1,0,0.171,High,Seed,0.4914
4927,Urban,Education,188,25117,2187.42,11150.16,0.177,0.709,0.193,5,0.211,High,Partial,0,0.506,0.589,1,None,0.241,0,0.576,Compliant,Valid,0.451,1,0,0.515,Moderate,Series A,0.3319
4928,Rural,Education,128,187759,2263.96,140077.56,0.238,0.364,0.239,1,0.2,Low,Full,1,0.392,0.666,1,None,0.311,0,0.529,Compliant,Expired,0.122,0,0,0.309,High,Series A,0.2662
4929,Urban,Finance,201,32258,1030.65,14661.03,0.287,0.288,0.342,15,0.349,High,None,0,0.567,0.581,1,None,0.311,0,0.662,Compliant,Valid,0.311,0,0,0.277,Moderate,Series A,0.4462
4930,Urban,Education,127,97900,3291.17,71812.41,-0.117,0.237,0.178,3,0.345,Medium,None,1,0.593,0.347,0,Gov Grant,0.071,0,0.342,Not Registered,Missing,0.266,1,0,0.131,High,Seed,0.1524
4931,Urban,Manufacturing,257,27711,4825.49,18811.74,0.485,0.543,0.1,2,0.13,Low,Partial,0,0.302,0.218,1,Angels,0.434,0,0.585,Compliant,Valid,0.077,1,0,0.0,High,Series A,0.3967
4932,Rural,Retail,164,268336,4751.85,180192.39,0.491,0.188,0.062,2,0.29,Low,Partial,0,0.443,0.68,1,None,0.485,0,0.355,Late Filing,Valid,0.097,0,0,0.035,High,Series A,0.3072
4933,Urban,Tech,35,16091,4484.41,7033.75,0.175,0.386,0.129,7,0.638,High,None,0,0.664,0.744,1,Angels,0.238,0,0.633,Compliant,Valid,0.215,1,0,0.44,Moderate,Series A,0.177
4934,Rural,Education,194,17379,2907.77,13061.56,0.301,0.54,0.216,11,0.181,Low,None,1,0.368,0.339,1,None,0.317,0,0.604,Compliant,Expired,0.239,1,1,0.479,Moderate,Series B,0.2969
4935,Urban,Healthcare,191,226256,5739.71,144176.24,0.328,0.341,0.14,1,0.256,Medium,None,0,0.429,0.478,1,Gov Grant,0.375,0,0.572,Compliant,Expired,0.222,1,0,0.176,High,Series B,0.4821
